Suburb,Postcode,State,Country,Latitude,Longitude
Mansfield,4122,Queensland,Australia,-27.53929,153.09895
Mansfield BC,4122,Queensland,Australia,-27.54390465,153.0922031
Mansfield DC,4122,Queensland,Australia,-27.54390465,153.0922031
Mount Gravatt,4122,Queensland,Australia,-27.5333333,153.0833333
Mount Gravatt East,4122,Queensland,Australia,-27.5405,153.08221
Upper Mount Gravatt,4122,Queensland,Australia,-27.56128,153.08453
Upper Mount Gravatt BC,4122,Queensland,Australia,-27.54390465,153.0922031
Wishart,4122,Queensland,Australia,-27.554476,153.1010729
Rochedale,4123,Queensland,Australia,-27.5666667,153.1333333
Rochedale South,4123,Queensland,Australia,-27.59521,153.12332
Boronia Heights,4124,Queensland,Australia,-27.68854786,153.0195888
Greenbank,4124,Queensland,Australia,-27.7166667,152.9833333
Lyons,4124,Queensland,Australia,-27.73345,152.85227
New Beith,4124,Queensland,Australia,-27.79358646,152.8844309
Spring Mountain,4124,Queensland,Australia,-27.68915386,152.8953867
Munruben,4125,Queensland,Australia,-27.74634566,153.0311941
Park Ridge,4125,Queensland,Australia,-27.7166667,153.0333333
Park Ridge South,4125,Queensland,Australia,-27.72707,153.0332
Daisy Hill,4127,Queensland,Australia,-27.63026138,153.1578374
Priestdale,4127,Queensland,Australia,-27.6,153.1333333
Slacks Creek,4127,Queensland,Australia,-27.65,153.15
Springwood,4127,Queensland,Australia,-27.61183147,153.1289864
Shailer Park,4128,Queensland,Australia,-27.64980086,153.1775343
Tanah Merah,4128,Queensland,Australia,-27.67151303,153.1701909
Loganholme,4129,Queensland,Australia,-27.7,153.2
Loganholme BC,4129,Queensland,Australia,-27.7,153.2
Loganholme DC,4129,Queensland,Australia,-27.7,153.2
Carbrook,4130,Queensland,Australia,-27.6833333,153.25
Cornubia,4130,Queensland,Australia,-27.6666667,153.2166667
Loganlea,4131,Queensland,Australia,-27.6666667,153.1333333
Meadowbrook,4131,Queensland,Australia,-27.66400507,153.1446526
Crestmead,4132,Queensland,Australia,-27.68759457,153.0844422
Marsden,4132,Queensland,Australia,-27.67342285,153.0973244
Chambers Flat,4133,Queensland,Australia,-27.74811243,153.0776387
Logan Reserve,4133,Queensland,Australia,-27.72414,153.09002
Waterford,4133,Queensland,Australia,-27.7,153.15
Waterford West,4133,Queensland,Australia,-27.69056,153.13319
Coorparoo,4151,Queensland,Australia,-27.49324799,153.0582619
Coorparoo DC,4151,Queensland,Australia,-27.49324799,153.0582619
Camp Hill,4152,Queensland,Australia,-27.49354,153.07629
Carina,4152,Queensland,Australia,-27.50721091,153.0912601
Carina Heights,4152,Queensland,Australia,-27.50721091,153.0912601
Carindale,4152,Queensland,Australia,-27.505783,153.102356
Belmont,4153,Queensland,Australia,-27.5,153.1166667
Gumdale,4154,Queensland,Australia,-27.49188,153.15315
Ransome,4154,Queensland,Australia,-27.48813,153.17928
Wakerley,4154,Queensland,Australia,-27.4830014,153.1558891
Chandler,4155,Queensland,Australia,-27.51398,153.14907
Burbank,4156,Queensland,Australia,-27.55584,153.14701
Mackenzie,4156,Queensland,Australia,-27.54351,153.12057
Capalaba,4157,Queensland,Australia,-27.5166667,153.1833333
Capalaba BC,4157,Queensland,Australia,-27.55051209,153.1918789
Capalaba DC,4157,Queensland,Australia,-27.55051209,153.1918789
Capalaba West,4157,Queensland,Australia,-27.55995089,153.1993209
Sheldon,4157,Queensland,Australia,-27.58435748,153.2004244
Thorneside,4158,Queensland,Australia,-27.48777,153.19821
Birkdale,4159,Queensland,Australia,-27.4833333,153.2166667
Ormiston,4160,Queensland,Australia,-27.5166667,153.25
Wellington Point,4160,Queensland,Australia,-27.4833333,153.25
Alexandra Hills,4161,Queensland,Australia,-27.53221119,153.2288857
Cleveland,4163,Queensland,Australia,-27.52677,153.26516
Cleveland DC,4163,Queensland,Australia,-27.5333333,153.2666667
Thornlands,4164,Queensland,Australia,-27.55751,153.26481
Mount Cotton,4165,Queensland,Australia,-27.6333333,153.2333333
Redland Bay,4165,Queensland,Australia,-27.6113,153.30022
Victoria Point,4165,Queensland,Australia,-27.58329,153.311722
Victoria Point West,4165,Queensland,Australia,-27.61001731,153.2825018
East Brisbane,4169,Queensland,Australia,-27.48098564,153.0440063
Kangaroo Point,4169,Queensland,Australia,-27.4767949,153.0366996
Cannon Hill,4170,Queensland,Australia,-27.47237166,153.0947467
Morningside,4170,Queensland,Australia,-27.46729,153.0732
Norman Park,4170,Queensland,Australia,-27.47916031,153.0625
Seven Hills,4170,Queensland,Australia,-27.48341,153.07474
Balmoral,4171,Queensland,Australia,-27.45952,153.06376
Bulimba,4171,Queensland,Australia,-27.45,153.0666667
Hawthorne,4171,Queensland,Australia,-27.46326881,153.0595122
Murarrie,4172,Queensland,Australia,-27.46289035,153.0980873
Tingalpa,4173,Queensland,Australia,-27.47359831,153.1270406
Tingalpa Bc,4173,Queensland,Australia,-27.45942028,153.1210778
Tingalpa Dc,4173,Queensland,Australia,-27.45942028,153.1210778
Hemmant,4174,Queensland,Australia,-27.44775513,153.1317362
Lytton,4178,Queensland,Australia,-27.42304993,153.1510925
Port Of Brisbane,4178,Queensland,Australia,-27.39028,153.17722
Wynnum,4178,Queensland,Australia,-27.445266,153.158125
Wynnum North,4178,Queensland,Australia,-27.41911603,153.1677441
Wynnum Plaza,4178,Queensland,Australia,-27.43333335,153.1666667
Wynnum West,4178,Queensland,Australia,-27.45824,153.15319
Lota,4179,Queensland,Australia,-27.46922984,153.1858004
Manly,4179,Queensland,Australia,-27.4666667,153.1833333
Manly West,4179,Queensland,Australia,-27.47382,153.16641
Amity,4183,Queensland,Australia,-27.39821,153.43798
Amity Point,4183,Queensland,Australia,-27.39821,153.43798
Dunwich,4183,Queensland,Australia,-27.49845,153.40197
North Stradbroke Island,4183,Queensland,Australia,-27.43315,153.4627
Point Lookout,4183,Queensland,Australia,-27.427259,153.536636
Coochiemudlo Island,4184,Queensland,Australia,-27.57357,153.33017
Karragarra Island,4184,Queensland,Australia,-27.63683,153.36811
Lamb Island,4184,Queensland,Australia,-27.62483212,153.3801718
Macleay Island,4184,Queensland,Australia,-27.61089016,153.3599574
Peel Island,4184,Queensland,Australia,-27.65095609,153.3630354
Perulpa Island,4184,Queensland,Australia,-27.60187073,153.3568712
Russell Island,4184,Queensland,Australia,-27.64867,153.38124
Bethania,4205,Queensland,Australia,-27.6833333,153.1666667
Alberton,4207,Queensland,Australia,-27.7,153.25
Bahrs Scrub,4207,Queensland,Australia,-27.7333333,153.1666667
Bannockburn,4207,Queensland,Australia,-27.75989769,153.192187
Beenleigh,4207,Queensland,Australia,-27.71137,153.2029
Belivah,4207,Queensland,Australia,-27.75820884,153.1750096
Buccan,4207,Queensland,Australia,-27.75,153.1333333
Cedar Creek,4207,Queensland,Australia,-27.86176,153.19988
Eagleby,4207,Queensland,Australia,-27.6833333,153.2166667
Edens Landing,4207,Queensland,Australia,-27.70270194,153.169427
Holmview,4207,Queensland,Australia,-27.71631449,153.1704531
Logan Village,4207,Queensland,Australia,-27.768316,153.10762
Luscombe,4207,Queensland,Australia,-27.77553,153.20641
Mount Warren Park,4207,Queensland,Australia,-27.73109056,153.2054909
Stapylton,4207,Queensland,Australia,-27.7333333,153.2333333
Steiglitz,4207,Queensland,Australia,-27.75,153.35
Windaroo,4207,Queensland,Australia,-27.7333333,153.2
Wolffdene,4207,Queensland,Australia,-27.7833333,153.1833333
Woongoolba,4207,Queensland,Australia,-27.75,153.3333333
Yarrabilba,4207,Queensland,Australia,-27.82343,153.09654
Yatala,4207,Queensland,Australia,-27.7166667,153.2166667
Yatala DC,4207,Queensland,Australia,-27.70794252,153.1841931
Gilberton,4208,Queensland,Australia,-27.7333333,153.2833333
Jacobs Well,4208,Queensland,Australia,-27.779921,153.361526
Kingsholme,4208,Queensland,Australia,-27.82538305,153.2334619
Norwell,4208,Queensland,Australia,-27.7833333,153.3166667
Ormeau,4208,Queensland,Australia,-27.76791,153.2428
Ormeau Hills,4208,Queensland,Australia,-27.79653,153.2567
Coomera,4209,Queensland,Australia,-27.8833333,153.3
Pimpama,4209,Queensland,Australia,-27.8166667,153.3
Upper Coomera,4209,Queensland,Australia,-27.9,153.3
Willow Vale,4209,Queensland,Australia,-27.8449868,153.2631007
Guanaba,4210,Queensland,Australia,-27.9381019,153.2392633
Maudsland,4210,Queensland,Australia,-27.95,153.2666667
Oxenford,4210,Queensland,Australia,-27.890331,153.313087
Studio Village,4210,Queensland,Australia,-27.90789595,153.2566274
Wongawallan,4210,Queensland,Australia,-27.87553,153.228653
Advancetown,4211,Queensland,Australia,-28.0666667,153.2666667
Beechmont,4211,Queensland,Australia,-28.121448,153.1919861
Binna Burra,4211,Queensland,Australia,-28.01953676,153.2945733
Carrara,4211,Queensland,Australia,-28.02150568,153.3663517
Clagiraba,4211,Queensland,Australia,-27.9938703,153.2423824
Gaven,4211,Queensland,Australia,-27.9565055,153.3345323
Gilston,4211,Queensland,Australia,-28.0333333,153.3
Highland Park,4211,Queensland,Australia,-28.01392323,153.3331154
Lower Beechmont,4211,Queensland,Australia,-28.04751,153.24572
Mount Nathan,4211,Queensland,Australia,-27.9643,153.27198
Natural Bridge,4211,Queensland,Australia,-28.221167,153.235963
Nerang,4211,Queensland,Australia,-27.98941,153.336334
Nerang BC,4211,Queensland,Australia,-28.01953676,153.2945733
Nerang DC,4211,Queensland,Australia,-28.01953676,153.2945733
Numinbah Valley,4211,Queensland,Australia,-28.1417,153.22306
Pacific Pines,4211,Queensland,Australia,-27.9399351,153.3143627
Southern Lamington,4211,Queensland,Australia,-28.01953676,153.2945733
Helensvale,4212,Queensland,Australia,-27.91828348,153.3327484
Helensvale Town Centre,4212,Queensland,Australia,-27.88752022,153.3463349
Hope Island,4212,Queensland,Australia,-27.870359,153.351639
Sanctuary Cove,4212,Queensland,Australia,-27.859956,153.37191
Austinville,4213,Queensland,Australia,-28.1545199,153.3091736
Bonogin,4213,Queensland,Australia,-28.13929767,153.352967
Mudgeeraba,4213,Queensland,Australia,-28.0833333,153.3666667
Neranwood,4213,Queensland,Australia,-28.124766,153.298292
Springbrook,4213,Queensland,Australia,-28.19172,153.26297
Tallai,4213,Queensland,Australia,-28.0640708,153.3258905
Worongary,4213,Queensland,Australia,-28.05,153.35
Arundel,4214,Queensland,Australia,-27.93767815,153.3630194
Arundel Bc,4214,Queensland,Australia,-27.96306027,153.3655969
Arundel Dc,4214,Queensland,Australia,-27.96306027,153.3655969
Ashmore,4214,Queensland,Australia,-27.98883074,153.3764747
Ashmore City,4214,Queensland,Australia,-27.9638023,153.3658063
Molendinar,4214,Queensland,Australia,-27.97409472,153.3606881
Parkwood,4214,Queensland,Australia,-27.9546056,153.363043
Australia Fair,4215,Queensland,Australia,-27.95534131,153.3990757
Chirn Park,4215,Queensland,Australia,-27.95534131,153.3990757
Labrador,4215,Queensland,Australia,-27.94401593,153.3981514
Southport,4215,Queensland,Australia,-27.967238,153.397963
Southport BC,4215,Queensland,Australia,-27.95534131,153.3990757
Southport Park,4215,Queensland,Australia,-27.95534131,153.3990757
Biggera Waters,4216,Queensland,Australia,-27.93238906,153.4002113
Coombabah,4216,Queensland,Australia,-27.91072786,153.370926
Hollywell,4216,Queensland,Australia,-27.9007627,153.3960915
Paradise Point,4216,Queensland,Australia,-27.88663403,153.393302
Runaway Bay,4216,Queensland,Australia,-27.91386266,153.397745
South Stradbroke,4216,Queensland,Australia,-27.83293,153.4207
Benowa,4217,Queensland,Australia,-28.0166667,153.4
Bundall,4217,Queensland,Australia,-28.01110843,153.4047947
Bundall BC,4217,Queensland,Australia,-28.00232521,153.4153484
Bundall DC,4217,Queensland,Australia,-28.00232521,153.4153484
Chevron Island,4217,Queensland,Australia,-27.99964654,153.409296
Gold Coast Mc,4217,Queensland,Australia,-28.00232521,153.4153484
Isle Of Capri,4217,Queensland,Australia,-27.99964654,153.409296
Main Beach,4217,Queensland,Australia,-27.97878797,153.4266043
Surfers Paradise,4217,Queensland,Australia,-28.00273776,153.4299946
Broadbeach,4218,Queensland,Australia,-28.02781871,153.4334278
Broadbeach Waters,4218,Queensland,Australia,-28.03498,153.42502
Mermaid Beach,4218,Queensland,Australia,-28.04410683,153.4347153
Mermaid Waters,4218,Queensland,Australia,-28.04912,153.43081
Nobby Beach,4218,Queensland,Australia,-28.03958612,153.421692
Pacific Fair,4218,Queensland,Australia,-28.03958612,153.421692
Q Supercentre,4218,Queensland,Australia,-28.03958612,153.421692
West Burleigh,4219,Queensland,Australia,-28.1166667,153.4333333
Burleigh DC,4220,Queensland,Australia,-28.08586393,153.4457909
Burleigh Heads,4220,Queensland,Australia,-28.1,153.45
Burleigh Town,4220,Queensland,Australia,-28.08948041,153.4340927
Burleigh Waters,4220,Queensland,Australia,-28.09975,153.42463
Miami,4220,Queensland,Australia,-28.07172786,153.4415817
Elanora,4221,Queensland,Australia,-28.13576548,153.4493071
Palm Beach,4221,Queensland,Australia,-28.11693955,153.4658356
Griffith University,4222,Queensland,Australia,-28.12350542,153.4442255
Currumbin,4223,Queensland,Australia,-28.14071274,153.4499512
Currumbin Dc,4223,Queensland,Australia,-28.1946686,153.4128784
Currumbin Valley,4223,Queensland,Australia,-28.20805446,153.3942443
Currumbin Waters,4223,Queensland,Australia,-28.15442,153.47282
Tugun,4224,Queensland,Australia,-28.15,153.5
Bilinga,4225,Queensland,Australia,-28.1666667,153.5166667
Coolangatta,4225,Queensland,Australia,-28.16944,153.53471
Clear Island Waters,4226,Queensland,Australia,-28.05308,153.39815
Merrimac,4226,Queensland,Australia,-28.05085299,153.3730685
Robina,4226,Queensland,Australia,-28.07071086,153.3932937
Robina DC,4226,Queensland,Australia,-28.06418084,153.3793872
Reedy Creek,4227,Queensland,Australia,-28.11243497,153.396381
Varsity Lakes,4227,Queensland,Australia,-28.089398,153.412201
Tallebudgera,4228,Queensland,Australia,-28.15,153.4333333
Tallebudgera Valley,4228,Queensland,Australia,-28.1927,153.35489
Bond University,4229,Queensland,Australia,-28.07788898,153.4123389
Robina Town Centre,4230,Queensland,Australia,-28.07567339,153.3841927
Tamborine,4270,Queensland,Australia,-27.8833333,153.1333333
Eagle Heights,4271,Queensland,Australia,-27.919319,153.199356
Mount Tamborine,4272,Queensland,Australia,-27.9695401,153.1993675
North Tamborine,4272,Queensland,Australia,-27.927561,153.184845
Tamborine Mountain,4272,Queensland,Australia,-27.9695401,153.1993675
Benobble,4275,Queensland,Australia,-27.9833333,153.1666667
Biddaddaba,4275,Queensland,Australia,-27.99734354,153.164207
Boyland,4275,Queensland,Australia,-27.95,153.1333333
Canungra,4275,Queensland,Australia,-28.01689,153.165253
Ferny Glen,4275,Queensland,Australia,-27.99734354,153.164207
Flying Fox,4275,Queensland,Australia,-27.99734354,153.164207
Illinbah,4275,Queensland,Australia,-27.99734354,153.164207
Lamington National Park,4275,Queensland,Australia,-28.11392323,153.1339964
Sarabah,4275,Queensland,Australia,-27.99734354,153.164207
Witheren,4275,Queensland,Australia,-28.03915085,153.1915749
Wonglepong,4275,Queensland,Australia,-27.96175492,153.1748589
Jimboomba,4280,Queensland,Australia,-27.831181,153.027374
North Maclean,4280,Queensland,Australia,-27.76759,153.01646
South Maclean,4280,Queensland,Australia,-27.79245,153.01603
Stockleigh,4280,Queensland,Australia,-27.7666667,153.0666667
Allenview,4285,Queensland,Australia,-28.00674989,152.9124898
Beaudesert,4285,Queensland,Australia,-27.98691,152.996567
Birnam,4285,Queensland,Australia,-27.4833333,151.9166667
Bromelton,4285,Queensland,Australia,-27.9833333,152.9333333
Cainbable,4285,Queensland,Australia,-28.00674989,152.9124898
Cedar Grove,4285,Queensland,Australia,-27.8666667,152.9833333
Cedar Vale,4285,Queensland,Australia,-27.88923,153.02891
Chinghee Creek,4285,Queensland,Australia,-28.00674989,152.9124898
Christmas Creek,4285,Queensland,Australia,-28.00674989,152.9124898
Cryna,4285,Queensland,Australia,-28.00674989,152.9124898
Darlington,4285,Queensland,Australia,-28.23896834,153.0670166
Gleneagle,4285,Queensland,Australia,-27.9333333,152.9833333
Hillview,4285,Queensland,Australia,-28.213685,153.012278
Innisplain,4285,Queensland,Australia,-28.1666667,152.9
Josephville,4285,Queensland,Australia,-28.03046,152.9438
Kagaru,4285,Queensland,Australia,-27.865676,152.923812
Kerry,4285,Queensland,Australia,-28.1,153.0166667
Knapp Creek,4285,Queensland,Australia,-28.00674989,152.9124898
Kooralbyn,4285,Queensland,Australia,-28.07955337,152.8397369
Lamington,4285,Queensland,Australia,-28.244971,152.993336
Laravale,4285,Queensland,Australia,-28.0833333,152.9333333
Mount Gipps,4285,Queensland,Australia,-28.00674989,152.9124898
Mundoolun,4285,Queensland,Australia,-27.89939978,153.0714968
Nindooinbah,4285,Queensland,Australia,-28.00674989,152.9124898
Oaky Creek,4285,Queensland,Australia,-28.00674989,152.9124898
Tabooba,4285,Queensland,Australia,-28.1333333,152.95
Tabragalba,4285,Queensland,Australia,-28.00674989,152.9124898
Tamrookum,4285,Queensland,Australia,-28.124226,152.915935
Tamrookum Creek,4285,Queensland,Australia,-28.00674989,152.9124898
Undullah,4285,Queensland,Australia,-27.80879,152.94909
Veresdale,4285,Queensland,Australia,-27.9166667,152.9833333
Veresdale Scrub,4285,Queensland,Australia,-27.89162,152.99775
Woodhill,4285,Queensland,Australia,-27.9,152.9666667
Barney View,4287,Queensland,Australia,-28.2333333,152.7833333
Mount Barney,4287,Queensland,Australia,-28.23693333,152.8158231
Mount Lindesay,4287,Queensland,Australia,-28.23693333,152.8158231
Palen Creek,4287,Queensland,Australia,-28.2666667,152.8
Rathdowney,4287,Queensland,Australia,-28.2108,152.864136
Running Creek,4287,Queensland,Australia,-14.309697,143.727872
Augustine Heights,4300,Queensland,Australia,-27.6604682,152.878964
Bellbird Park,4300,Queensland,Australia,-27.63674076,152.8866262
Brookwater,4300,Queensland,Australia,-27.66128398,152.896692
Camira,4300,Queensland,Australia,-27.63461427,152.9209148
Carole Park,4300,Queensland,Australia,-27.61719,152.93158
Gailes,4300,Queensland,Australia,-27.61132977,152.9131982
Goodna,4300,Queensland,Australia,-27.61046,152.89896
Springfield,4300,Queensland,Australia,-27.65365,152.91716
Springfield Central,4300,Queensland,Australia,-27.68045,152.9042
Springfield Lakes,4300,Queensland,Australia,-27.66756578,152.924881
Collingwood Park,4301,Queensland,Australia,-27.61282019,152.8600788
Redbank,4301,Queensland,Australia,-27.6,152.8666667
Redbank Plains,4301,Queensland,Australia,-27.64612702,152.8596497
Dinmore,4303,Queensland,Australia,-27.6,152.8333333
New Chum,4303,Queensland,Australia,-27.61803994,152.8325944
Riverview,4303,Queensland,Australia,-27.6,152.85
Blackstone,4304,Queensland,Australia,-27.62506429,152.8084087
