Suburb,Postcode,State,Country,Latitude,Longitude
Merricks,3916,Victoria,Australia,-38.3833333,145.0833333
Point Leo,3916,Victoria,Australia,-38.41496744,145.0694381
Shoreham,3916,Victoria,Australia,-38.426338,145.046936
Bittern,3918,Victoria,Australia,-38.3333333,145.1666667
Crib Point,3919,Victoria,Australia,-38.35,145.2
Hmas Cerberus,3920,Victoria,Australia,-38.36491,145.20038
Elizabeth Island,3921,Victoria,Australia,-38.3666735,145.3241162
French Island,3921,Victoria,Australia,-38.34061,145.34105
Tankerton,3921,Victoria,Australia,-38.3868103,145.2895966
Cowes,3922,Victoria,Australia,-38.452309,145.238647
Silverleaves,3922,Victoria,Australia,-38.45386553,145.272692
Smiths Beach,3922,Victoria,Australia,-38.50066444,145.2551519
Summerlands,3922,Victoria,Australia,-38.45679953,145.0753755
Sunderland Bay,3922,Victoria,Australia,-38.45679953,145.0753755
Sunset Strip,3922,Victoria,Australia,-38.49220039,145.2626915
Surf Beach,3922,Victoria,Australia,-38.37509114,144.2564037
Ventnor,3922,Victoria,Australia,-38.46273,145.19497
Wimbledon Heights,3922,Victoria,Australia,-38.45679953,145.0753755
Rhyll,3923,Victoria,Australia,-38.464211,145.299484
Cape Woolamai,3925,Victoria,Australia,-38.54284753,145.3440746
Churchill Island,3925,Victoria,Australia,-38.52619818,145.3583795
Newhaven,3925,Victoria,Australia,-38.51211,145.35582
San Remo,3925,Victoria,Australia,-38.52044,145.37002
Balnarring,3926,Victoria,Australia,-38.3666667,145.1333333
Balnarring Beach,3926,Victoria,Australia,-38.4,145.1166667
Merricks Beach,3926,Victoria,Australia,-38.39882,145.10596
Merricks North,3926,Victoria,Australia,-38.35,145.0833333
Somers,3927,Victoria,Australia,-38.4,145.1666667
Main Ridge,3928,Victoria,Australia,-38.39734,144.97241
Flinders,3929,Victoria,Australia,-38.47393,145.018967
Kunyung,3930,Victoria,Australia,-38.19428561,145.0926266
Mount Eliza,3930,Victoria,Australia,-38.1833333,145.0833333
Mornington,3931,Victoria,Australia,-38.21791839,145.0387573
Moorooduc,3933,Victoria,Australia,-38.2166667,145.1166667
Mount Martha,3934,Victoria,Australia,-38.2666667,145.0166667
Arthurs Seat,3936,Victoria,Australia,-38.36317003,144.9597645
Dromana,3936,Victoria,Australia,-38.33375168,144.9645844
Safety Beach,3936,Victoria,Australia,-38.31534753,145.0002661
Red Hill,3937,Victoria,Australia,-38.35,145.0166667
Red Hill South,3937,Victoria,Australia,-38.3833333,145.0333333
Mccrae,3938,Victoria,Australia,-38.3497222,144.9280556
Boneo,3939,Victoria,Australia,-38.4166667,144.8833333
Cape Schanck,3939,Victoria,Australia,-38.46156669,144.9013853
Fingal,3939,Victoria,Australia,-38.41399043,144.8499194
Rosebud,3939,Victoria,Australia,-38.35541534,144.9067993
Rosebud Plaza,3939,Victoria,Australia,-38.41055596,144.8836595
Rosebud West,3940,Victoria,Australia,-38.36444,144.87748
Rye,3941,Victoria,Australia,-38.3666667,144.8166667
St Andrews Beach,3941,Victoria,Australia,-38.414101,144.824356
Tootgarook,3941,Victoria,Australia,-38.37770423,144.8501526
Blairgowrie,3942,Victoria,Australia,-38.36131073,144.7795486
Sorrento,3943,Victoria,Australia,-38.33958435,144.7412567
Portsea,3944,Victoria,Australia,-38.3166667,144.7166667
Jeetho,3945,Victoria,Australia,-38.3833333,145.7166667
Krowera,3945,Victoria,Australia,-38.4333333,145.6666667
Loch,3945,Victoria,Australia,-38.369099,145.708115
Woodleigh,3945,Victoria,Australia,-38.4,145.6333333
Bena,3946,Victoria,Australia,-38.4166667,145.7666667
Kardella South,3950,Victoria,Australia,-38.45,145.8833333
Korumburra,3950,Victoria,Australia,-38.431938,145.823547
Korumburra South,3950,Victoria,Australia,-38.4666667,145.85
Strzelecki,3950,Victoria,Australia,-38.3333333,145.9
Whitelaw,3950,Victoria,Australia,-38.4166667,145.7833333
Arawata,3951,Victoria,Australia,-38.4,145.8666667
Fairbank,3951,Victoria,Australia,-38.45,145.7928572
Jumbunna,3951,Victoria,Australia,-38.4666667,145.7666667
Kardella,3951,Victoria,Australia,-38.4166667,145.8666667
Kongwak,3951,Victoria,Australia,-38.5166667,145.7
Moyarra,3951,Victoria,Australia,-38.4833333,145.7333333
Outtrim,3951,Victoria,Australia,-38.4833333,145.7666667
Ranceby,3951,Victoria,Australia,-38.3833333,145.85
Berrys Creek,3953,Victoria,Australia,-38.4166667,146.0666667
Boorool,3953,Victoria,Australia,-38.42358214,146.0027443
Hallston,3953,Victoria,Australia,-38.3666667,146.0333333
Koorooman,3953,Victoria,Australia,-38.42358214,146.0027443
Leongatha,3953,Victoria,Australia,-38.47607,145.946854
Leongatha North,3953,Victoria,Australia,-38.42358214,146.0027443
Leongatha South,3953,Victoria,Australia,-38.5333333,145.8833333
Mardan,3953,Victoria,Australia,-38.45,146.1333333
Mount Eccles,3953,Victoria,Australia,-38.3666667,145.9833333
Mount Eccles South,3953,Victoria,Australia,-38.3666667,145.9833333
Nerrena,3953,Victoria,Australia,-38.5166667,146.0833333
Ruby,3953,Victoria,Australia,-38.45,145.9166667
Trida,3953,Victoria,Australia,-38.3166667,145.9666667
Wild Dog Valley,3953,Victoria,Australia,-38.42358214,146.0027443
Wooreen,3953,Victoria,Australia,-38.4,146.0333333
Koonwarra,3954,Victoria,Australia,-38.55,145.95
Dumbalk,3956,Victoria,Australia,-38.5333333,146.0833333
Dumbalk North,3956,Victoria,Australia,-38.5166667,146.1666667
Meeniyan,3956,Victoria,Australia,-38.576889,146.019333
Middle Tarwin,3956,Victoria,Australia,-38.6666667,145.9333333
Tarwin,3956,Victoria,Australia,-38.5833333,145.9833333
Tarwin Lower,3956,Victoria,Australia,-38.7,145.85
Venus Bay,3956,Victoria,Australia,-38.700378,145.822403
Walkerville,3956,Victoria,Australia,-38.67774591,146.0009409
Walkerville North,3956,Victoria,Australia,-38.66784449,145.984267
Walkerville South,3956,Victoria,Australia,-38.85986,145.99332
Stony Creek,3957,Victoria,Australia,-38.5833333,146.0333333
Buffalo,3958,Victoria,Australia,-38.65,146.0333333
Fish Creek,3959,Victoria,Australia,-38.6833333,146.0833333
Sandy Point,3959,Victoria,Australia,-38.81985,146.11739
Waratah Bay,3959,Victoria,Australia,-38.76972041,146.0756658
Bennison,3960,Victoria,Australia,-38.6666667,146.25
Boolarong,3960,Victoria,Australia,-38.5666667,146.25
Foster,3960,Victoria,Australia,-38.652748,146.200729
Foster North,3960,Victoria,Australia,-38.56381693,146.1563896
Gunyah,3960,Victoria,Australia,-38.5333333,146.3166667
Mount Best,3960,Victoria,Australia,-38.6,146.3
Shallow Inlet,3960,Victoria,Australia,-38.56381693,146.1563896
Tidal River,3960,Victoria,Australia,-38.83419145,146.2888152
Turtons Creek,3960,Victoria,Australia,-38.55,146.25
Wilsons Promontory,3960,Victoria,Australia,-38.96022169,146.3677327
Wonga,3960,Victoria,Australia,-37.7333333,145.2666667
Woorarra West,3960,Victoria,Australia,-38.56381693,146.1563896
Yanakie,3960,Victoria,Australia,-38.8113827,146.2057114
Agnes,3962,Victoria,Australia,-38.685652,146.389836
Toora,3962,Victoria,Australia,-38.662868,146.327866
Toora North,3962,Victoria,Australia,-38.63296335,146.3710922
Wonyip,3962,Victoria,Australia,-38.56223,146.39244
Woorarra East,3962,Victoria,Australia,-38.6166667,146.3833333
Port Franklin,3964,Victoria,Australia,-38.6833333,146.2666667
Port Welshpool,3965,Victoria,Australia,-38.699169,146.453125
Binginwarri,3966,Victoria,Australia,-38.5833333,146.45
Hazel Park,3966,Victoria,Australia,-38.6333333,146.3833333
Welshpool,3966,Victoria,Australia,-38.6666667,146.4333333
Hedley,3967,Victoria,Australia,-38.6333333,146.5
Alberton,3971,Victoria,Australia,-38.6166667,146.6666667
Alberton West,3971,Victoria,Australia,-38.6,146.6
Balook,3971,Victoria,Australia,-38.4333333,146.5666667
Calrossie,3971,Victoria,Australia,-38.4833333,146.6666667
Devon North,3971,Victoria,Australia,-38.505036,146.649674
Gelliondale,3971,Victoria,Australia,-38.61939,146.60362
Hiawatha,3971,Victoria,Australia,-38.5166667,146.4666667
Hunterston,3971,Victoria,Australia,-38.53976838,146.6065438
Jack River,3971,Victoria,Australia,-38.55,146.5666667
Langsborough,3971,Victoria,Australia,-38.65512,146.67799
Macks Creek,3971,Victoria,Australia,-38.4666667,146.6333333
Madalya,3971,Victoria,Australia,-38.5,146.4666667
Manns Beach,3971,Victoria,Australia,-38.53976838,146.6065438
Port Albert,3971,Victoria,Australia,-38.66544,146.68847
Robertsons Beach,3971,Victoria,Australia,-38.53976838,146.6065438
Snake Island,3971,Victoria,Australia,-38.53976838,146.6065438
Staceys Bridge,3971,Victoria,Australia,-38.55,146.5333333
Tarra Valley,3971,Victoria,Australia,-38.4333333,146.5333333
Tarraville,3971,Victoria,Australia,-38.6333333,146.7166667
Won Wron,3971,Victoria,Australia,-38.4666667,146.7166667
Yarram,3971,Victoria,Australia,-38.564789,146.675568
Lynbrook,3975,Victoria,Australia,-38.05588433,145.2561502
Lyndhurst,3975,Victoria,Australia,-38.05,145.25
Hampton Park,3976,Victoria,Australia,-38.0333333,145.25
Botanic Ridge,3977,Victoria,Australia,-38.1392222,145.2684147
Cannons Creek,3977,Victoria,Australia,-38.21222,145.3153
Cranbourne,3977,Victoria,Australia,-38.113419,145.283264
Cranbourne East,3977,Victoria,Australia,-38.11531,145.29814
Cranbourne North,3977,Victoria,Australia,-38.08292,145.27805
Cranbourne South,3977,Victoria,Australia,-38.135021,145.239578
Cranbourne West,3977,Victoria,Australia,-38.0965,145.26707
Devon Meadows,3977,Victoria,Australia,-38.1666667,145.3
Five Ways,3977,Victoria,Australia,-38.1666667,145.3166667
Junction Village,3977,Victoria,Australia,-38.13635527,145.2968409
Sandhurst,3977,Victoria,Australia,-38.081,145.20767
Skye,3977,Victoria,Australia,-38.10505009,145.2162991
Cardinia,3978,Victoria,Australia,-38.15,145.4166667
Clyde,3978,Victoria,Australia,-38.1333333,145.3333333
Clyde North,3978,Victoria,Australia,-38.1166667,145.3333333
Almurta,3979,Victoria,Australia,-38.4666667,145.5833333
Glen Alvie,3979,Victoria,Australia,-38.5166667,145.7
Kernot,3979,Victoria,Australia,-38.4333333,145.6
Blind Bight,3980,Victoria,Australia,-38.21427291,145.3376978
Tooradin,3980,Victoria,Australia,-38.214748,145.383255
Warneet,3980,Victoria,Australia,-38.22533,145.31007
Bayles,3981,Victoria,Australia,-38.1833333,145.5666667
Catani,3981,Victoria,Australia,-38.2,145.6333333
Dalmore,3981,Victoria,Australia,-38.1833333,145.4166667
Heath Hill,3981,Victoria,Australia,-38.25,145.7
Koo Wee Rup,3981,Victoria,Australia,-38.19937,145.490761
Koo Wee Rup North,3981,Victoria,Australia,-38.1666667,145.5333333
Yannathan,3981,Victoria,Australia,-38.2333333,145.65
Adams Estate,3984,Victoria,Australia,-38.34879526,145.50812
Caldermeade,3984,Victoria,Australia,-38.25,145.5333333
Corinella,3984,Victoria,Australia,-38.414131,145.427567
Coronet Bay,3984,Victoria,Australia,-38.439129,145.445694
Grantville,3984,Victoria,Australia,-38.407028,145.530136
Jam Jerrup,3984,Victoria,Australia,-38.31512721,145.5606232
Lang Lang,3984,Victoria,Australia,-38.266048,145.562103
Lang Lang East,3984,Victoria,Australia,-38.34879526,145.50812
Monomeith,3984,Victoria,Australia,-38.2166667,145.5166667
Pioneer Bay,3984,Victoria,Australia,-38.38069269,145.5494601
Queensferry,3984,Victoria,Australia,-38.4166667,145.5
Tenby Point,3984,Victoria,Australia,-38.44102,145.510723
The Gurdies,3984,Victoria,Australia,-38.31512721,145.5606232
Nyora,3987,Victoria,Australia,-38.333641,145.672485
Mountain View,3988,Victoria,Australia,-38.2666667,145.8666667
Poowong,3988,Victoria,Australia,-38.34285,145.763794
Poowong East,3988,Victoria,Australia,-38.3,145.8333333
Poowong North,3988,Victoria,Australia,-38.3,145.8
Glen Forbes,3990,Victoria,Australia,-38.45,145.5333333
Bass,3991,Victoria,Australia,-38.4833333,145.45
Blackwood Forest,3992,Victoria,Australia,-38.5,145.6166667
Dalyston,3992,Victoria,Australia,-38.5666667,145.55
Ryanston,3992,Victoria,Australia,-38.5333333,145.5833333
West Creek,3992,Victoria,Australia,-38.53333333,145.5833333
Anderson,3995,Victoria,Australia,-38.5333333,145.45
Archies Creek,3995,Victoria,Australia,-38.55,145.5666667
Cape Paterson,3995,Victoria,Australia,-38.670891,145.621277
Harmers Haven,3995,Victoria,Australia,-38.57519478,145.5664625
Kilcunda,3995,Victoria,Australia,-38.55,145.4833333
Lance Creek,3995,Victoria,Australia,-38.57519478,145.5664625
North Wonthaggi,3995,Victoria,Australia,-38.6,145.6
South Dudley,3995,Victoria,Australia,-38.6,145.5833333
St Clair,3995,Victoria,Australia,-38.57519478,145.5664625
Wattle Bank,3995,Victoria,Australia,-38.5666667,145.7
Wonthaggi,3995,Victoria,Australia,-38.605862,145.593552
Woolamai,3995,Victoria,Australia,-38.5,145.5
Inverloch,3996,Victoria,Australia,-38.626591,145.722595
Pound Creek,3996,Victoria,Australia,-38.6333333,145.8
Brisbane,4000,Queensland,Australia,-27.46793573,153.0280924
Brisbane Adelaide Street,4000,Queensland,Australia,-27.45399335,153.0425518
Brisbane City,4000,Queensland,Australia,-27.46793573,153.0280924
Brisbane GPO,4000,Queensland,Australia,-27.46506352,153.0231046
Petrie Terrace,4000,Queensland,Australia,-27.46297737,153.0131195
Spring Hill,4000,Queensland,Australia,-27.46140525,153.0231142
Brisbane,4001,Queensland,Australia,-27.46793573,153.0280924
Central Plaza,4001,Queensland,Australia,-27.5,153.0166667
Riverside Centre,4001,Queensland,Australia,-27.5,153.0166667
Waterfront Place,4001,Queensland,Australia,-27.5,153.0166667
City East,4002,Queensland,Australia,-27.45399335,153.0425518
Wintergarden,4002,Queensland,Australia,-27.45399335,153.0425518
George Street,4003,Queensland,Australia,-27.45399335,153.0425518
Spring Hill,4004,Queensland,Australia,-27.46140525,153.0231142
New Farm,4005,Queensland,Australia,-27.4666667,153.05
Teneriffe,4005,Queensland,Australia,-27.45586922,153.0469593
Bowen Hills,4006,Queensland,Australia,-27.44323973,153.0301952
Fortitude Valley,4006,Queensland,Australia,-27.45706,153.03178
Fortitude Valley BC,4006,Queensland,Australia,-27.44734928,153.0319765
Herston,4006,Queensland,Australia,-27.44453465,153.0185223
Newstead,4006,Queensland,Australia,-27.44355294,153.0442561
Ascot,4007,Queensland,Australia,-27.43154,153.057996
Hamilton,4007,Queensland,Australia,-27.43896277,153.0628664
Hamilton Central,4007,Queensland,Australia,-27.4416667,153.0666667
Brisbane Airport,4008,Queensland,Australia,-27.39474,153.11397
Pinkenba,4008,Queensland,Australia,-27.42804909,153.1166534
Eagle Farm,4009,Queensland,Australia,-27.4333333,153.0833333
Eagle Farm BC,4009,Queensland,Australia,-27.43059446,153.09062
Albion,4010,Queensland,Australia,-27.4300612,153.03792
Albion BC,4010,Queensland,Australia,-27.4300612,153.03792
Albion DC,4010,Queensland,Australia,-27.4300612,153.03792
Clayfield,4011,Queensland,Australia,-27.4189382,153.058176
Hendra,4011,Queensland,Australia,-27.41774817,153.0702548
Nundah,4012,Queensland,Australia,-27.4025183,153.0616522
Toombul,4012,Queensland,Australia,-27.40964278,153.0584335
Wavell Heights,4012,Queensland,Australia,-27.39384656,153.0469828
Wavell Heights North,4012,Queensland,Australia,-27.39735728,153.0546008
Northgate,4013,Queensland,Australia,-27.4,153.0666667
Banyo,4014,Queensland,Australia,-27.38236155,153.0790329
Nudgee,4014,Queensland,Australia,-27.36909952,153.0846977
Nudgee Beach,4014,Queensland,Australia,-27.34621,153.10367
Virginia,4014,Queensland,Australia,-27.3833333,153.0666667
Virginia BC,4014,Queensland,Australia,-27.37826479,153.0767991
Virginia DC,4014,Queensland,Australia,-27.37826479,153.0767991
Bracken Ridge,4017,Queensland,Australia,-27.31710317,153.0309677
Brighton,4017,Queensland,Australia,-27.2958249,153.0572104
Brighton Eventide,4017,Queensland,Australia,-27.31916665,153.0611917
Brighton Nathan Street,4017,Queensland,Australia,-27.31916665,153.0611917
Deagon,4017,Queensland,Australia,-27.3333333,153.0666667
Sandgate,4017,Queensland,Australia,-27.32198363,153.0695057
Sandgate DC,4017,Queensland,Australia,-27.31916665,153.0611917
Shorncliffe,4017,Queensland,Australia,-27.32758827,153.0816078
Fitzgibbon,4018,Queensland,Australia,-27.33971162,153.0292082
Taigum,4018,Queensland,Australia,-27.34264695,153.0444431
Clontarf,4019,Queensland,Australia,-27.25340874,153.0783463
Clontarf Beach,4019,Queensland,Australia,-27.25236588,153.0935669
Clontarf DC,4019,Queensland,Australia,-27.25236588,153.0935669
Margate,4019,Queensland,Australia,-27.24760959,153.0980873
Margate Beach,4019,Queensland,Australia,-27.24730256,153.0905127
Woody Point,4019,Queensland,Australia,-27.2560793,153.1042671
Newport,4020,Queensland,Australia,-27.20731242,153.1013489
Redcliffe,4020,Queensland,Australia,-27.23074456,153.0973148
Redcliffe North,4020,Queensland,Australia,-27.21296343,153.1029805
Scarborough,4020,Queensland,Australia,-27.2011795,153.1093903
Kippa-Ring,4021,Queensland,Australia,-27.22586009,153.0834961
Rothwell,4022,Queensland,Australia,-27.21433495,153.0467606
Bulwer,4025,Queensland,Australia,-27.07868004,153.3696594
Cape Moreton,4025,Queensland,Australia,-27.0282,153.46742
Cowan Cowan,4025,Queensland,Australia,-27.12590027,153.3660584
Kooringal,4025,Queensland,Australia,-27.353611,153.424687
Tangalooma,4025,Queensland,Australia,-27.17944695,153.3742905
Royal Brisbane Hospital,4029,Queensland,Australia,-27.19615738,153.2931481
Lutwyche,4030,Queensland,Australia,-27.42274757,153.0335426
Windsor,4030,Queensland,Australia,-27.43630787,153.0288219
Wooloowin,4030,Queensland,Australia,-27.42244283,153.0420399
Gordon Park,4031,Queensland,Australia,-27.41899,153.02547
Kedron,4031,Queensland,Australia,-27.4028582,153.029692
Chermside,4032,Queensland,Australia,-27.38472416,153.0306244
Chermside Centre,4032,Queensland,Australia,-27.38472416,153.0306244
Chermside South,4032,Queensland,Australia,-27.38472416,153.0306244
Chermside West,4032,Queensland,Australia,-27.38383,153.01586
Aspley,4034,Queensland,Australia,-27.3666667,153.0166667
Boondall,4034,Queensland,Australia,-27.35316775,153.0609226
Carseldine,4034,Queensland,Australia,-27.34752629,153.0230713
Geebung,4034,Queensland,Australia,-27.37245593,153.0471238
Zillmere,4034,Queensland,Australia,-27.35591214,153.044529
Albany Creek,4035,Queensland,Australia,-27.35,152.9833333
Bridgeman Downs,4035,Queensland,Australia,-27.35297734,152.9817329
Bald Hills,4036,Queensland,Australia,-27.32112303,153.0085659
Eatons Hill,4037,Queensland,Australia,-27.3392,152.9599
Alderley,4051,Queensland,Australia,-27.42552688,153.0010179
Enoggera,4051,Queensland,Australia,-27.42831726,152.9746713
Gaythorne,4051,Queensland,Australia,-27.4166667,152.9833333
Grange,4051,Queensland,Australia,-27.42251442,153.0152695
Newmarket,4051,Queensland,Australia,-27.4333333,153.0166667
Wilston,4051,Queensland,Australia,-27.43218,153.01904
Brookside Centre,4053,Queensland,Australia,-27.41550222,152.9766004
Everton Hills,4053,Queensland,Australia,-27.38909071,152.9712639
Everton Park,4053,Queensland,Australia,-27.40732,152.9884
Mcdowall,4053,Queensland,Australia,-27.38266227,152.991941
Mitchelton,4053,Queensland,Australia,-27.4166667,152.9666667
Stafford,4053,Queensland,Australia,-27.41044,153.01105
Stafford DC,4053,Queensland,Australia,-27.39613989,152.9766239
Stafford Heights,4053,Queensland,Australia,-27.39354,153.0105
Arana Hills,4054,Queensland,Australia,-27.39808,152.95797
Keperra,4054,Queensland,Australia,-27.41375724,152.9470253
Bunya,4055,Queensland,Australia,-27.36940497,152.9433053
Ferny Grove,4055,Queensland,Australia,-27.40080379,152.9347515
Ferny Hills,4055,Queensland,Australia,-27.39594,152.93737
Ferny Hills DC,4055,Queensland,Australia,-27.39633263,152.9319422
Upper Kedron,4055,Queensland,Australia,-27.41878912,152.9177699
Kelvin Grove,4059,Queensland,Australia,-27.4481908,153.0133724
Kelvin Grove Bc,4059,Queensland,Australia,-27.45067354,153.0069939
Kelvin Grove Dc,4059,Queensland,Australia,-27.45067354,153.0069939
Red Hill,4059,Queensland,Australia,-27.45247141,153.0020835
Ashgrove,4060,Queensland,Australia,-27.44552487,152.9920006
Ashgrove East,4060,Queensland,Australia,-27.44552487,152.9920006
Dorrington,4060,Queensland,Australia,-27.44246184,152.98641
The Gap,4061,Queensland,Australia,-27.44186863,152.9386139
Milton,4064,Queensland,Australia,-27.4703917,153.0031157
Milton BC,4064,Queensland,Australia,-27.46488936,152.9991031
Paddington,4064,Queensland,Australia,-27.45938701,152.9950905
Bardon,4065,Queensland,Australia,-27.46099516,152.9792047
Auchenflower,4066,Queensland,Australia,-27.47648379,152.9965925
Mount Coot-Tha,4066,Queensland,Australia,-27.4867629,152.9592467
Toowong,4066,Queensland,Australia,-27.4833333,152.9833333
Toowong BC,4066,Queensland,Australia,-27.48004364,152.9930091
Toowong DC,4066,Queensland,Australia,-27.48004364,152.9930091
St Lucia,4067,Queensland,Australia,-27.49819629,153.0003766
St Lucia South,4067,Queensland,Australia,-27.4867629,152.9592467
Chelmer,4068,Queensland,Australia,-27.51326112,152.9752359
Indooroopilly,4068,Queensland,Australia,-27.50301852,152.9751778
Indooroopilly Centre,4068,Queensland,Australia,-27.50229606,152.9763416
Taringa,4068,Queensland,Australia,-27.49060853,152.978611
Brookfield,4069,Queensland,Australia,-27.5,152.9
Chapel Hill,4069,Queensland,Australia,-27.50263787,152.9501152
Fig Tree Pocket,4069,Queensland,Australia,-27.52784479,152.9618994
Kenmore,4069,Queensland,Australia,-27.50758627,152.9387856
Kenmore DC,4069,Queensland,Australia,-27.50717726,152.920813
Kenmore East,4069,Queensland,Australia,-27.50717726,152.920813
Kenmore Hills,4069,Queensland,Australia,-27.5042,152.93183
Pinjarra Hills,4069,Queensland,Australia,-27.53832796,152.9074114
Pullenvale,4069,Queensland,Australia,-27.52283,152.88651
Upper Brookfield,4069,Queensland,Australia,-27.4666667,152.8666667
Anstead,4070,Queensland,Australia,-27.5378106,152.8618708
Bellbowrie,4070,Queensland,Australia,-27.5593881,152.8827846
Moggill,4070,Queensland,Australia,-27.5833333,152.8666667
University Of Queensland,4072,Queensland,Australia,-27.4978416,153.0135431
Seventeen Mile Rocks,4073,Queensland,Australia,-27.5507,152.95896
Sinnamon Park,4073,Queensland,Australia,-27.54435827,152.9488984
Jamboree Heights,4074,Queensland,Australia,-27.55633833,152.9340249
Jindalee,4074,Queensland,Australia,-27.53445611,152.9384288
Middle Park,4074,Queensland,Australia,-27.55596172,152.9222332
Mount Ommaney,4074,Queensland,Australia,-27.53544541,152.9381847
Riverhills,4074,Queensland,Australia,-27.55928,152.91106
Sumner,4074,Queensland,Australia,-27.5655475,152.933367
Sumner Park Bc,4074,Queensland,Australia,-27.56082602,152.9429094
Westlake,4074,Queensland,Australia,-27.54862273,152.9127588
Corinda,4075,Queensland,Australia,-27.5333333,152.9833333
Graceville,4075,Queensland,Australia,-27.52201413,152.9822186
Graceville East,4075,Queensland,Australia,-27.54732277,152.9791495
Oxley,4075,Queensland,Australia,-27.55,152.9833333
Sherwood,4075,Queensland,Australia,-27.52471362,152.9806709
Darra,4076,Queensland,Australia,-27.5666667,152.9666667
Wacol,4076,Queensland,Australia,-27.5833333,152.9333333
Doolandella,4077,Queensland,Australia,-27.61328213,152.9854693
Durack,4077,Queensland,Australia,-27.58946889,152.9857732
Inala,4077,Queensland,Australia,-27.59715183,152.9743195
Inala East,4077,Queensland,Australia,-27.59996762,152.981854
Inala Heights,4077,Queensland,Australia,-27.59996762,152.981854
Richlands,4077,Queensland,Australia,-27.59616,152.95321
Ellen Grove,4078,Queensland,Australia,-27.61529435,152.9438526
Forest Lake,4078,Queensland,Australia,-27.62563,152.96883
Highgate Hill,4101,Queensland,Australia,-27.4891238,153.0187798
South Brisbane,4101,Queensland,Australia,-27.48033905,153.0204926
South Brisbane BC,4101,Queensland,Australia,-27.48389407,153.0150141
West End,4101,Queensland,Australia,-27.4833333,153
Buranda,4102,Queensland,Australia,-27.52016358,153.0277778
Dutton Park,4102,Queensland,Australia,-27.49662336,153.0279636
Woolloongabba,4102,Queensland,Australia,-27.48855275,153.0365467
Annerley,4103,Queensland,Australia,-27.51227866,153.032477
Fairfield,4103,Queensland,Australia,-27.506444,153.024788
Fairfield Gardens,4103,Queensland,Australia,-27.50936133,153.0286325
Yeronga,4104,Queensland,Australia,-27.51571,153.01642
Moorooka,4105,Queensland,Australia,-27.53435957,153.0246048
Tennyson,4105,Queensland,Australia,-27.5333333,153.0166667
Yeerongpilly,4105,Queensland,Australia,-27.5215,153.01234
Brisbane Market,4106,Queensland,Australia,-27.54702825,153.0022221
Rocklea,4106,Queensland,Australia,-27.53917465,153.0040169
Rocklea Dc,4106,Queensland,Australia,-27.54702825,153.0022221
Salisbury,4107,Queensland,Australia,-27.55144934,153.0325032
Salisbury East,4107,Queensland,Australia,-27.55144934,153.0325032
Archerfield,4108,Queensland,Australia,-27.56714,153.01449
Archerfield BC,4108,Queensland,Australia,-27.52016358,153.0277778
Coopers Plains,4108,Queensland,Australia,-27.56463,153.04067
Macgregor,4109,Queensland,Australia,-27.56489534,153.0665016
Robertson,4109,Queensland,Australia,-27.565827,153.057381
Sunnybank,4109,Queensland,Australia,-27.5833333,153.05
Sunnybank Hills,4109,Queensland,Australia,-27.61025,153.05388
Sunnybank South,4109,Queensland,Australia,-27.57411432,153.0582508
Acacia Ridge,4110,Queensland,Australia,-27.5833333,153.0333333
Acacia Ridge Dc,4110,Queensland,Australia,-27.61162253,153.0092476
Heathwood,4110,Queensland,Australia,-27.63616265,152.9842707
Heathwood Df,4110,Queensland,Australia,-27.61602992,153.0071877
Larapinta,4110,Queensland,Australia,-27.64264146,153.0051995
Pallara,4110,Queensland,Australia,-27.62078264,153.0057648
Willawong,4110,Queensland,Australia,-27.59722954,153.0073701
Nathan,4111,Queensland,Australia,-27.55888,153.0623
Kuraby,4112,Queensland,Australia,-27.60682666,153.0936722
Eight Mile Plains,4113,Queensland,Australia,-27.5833333,153.1
Runcorn,4113,Queensland,Australia,-27.59755875,153.0769938
Kingston,4114,Queensland,Australia,-27.6666667,153.1166667
Logan Central,4114,Queensland,Australia,-27.64384638,153.1072514
Logan City Dc,4114,Queensland,Australia,-27.64632939,153.1110947
Woodridge,4114,Queensland,Australia,-27.6333333,153.1
Algester,4115,Queensland,Australia,-27.6127912,153.0323949
Parkinson,4115,Queensland,Australia,-27.6434048,153.0297537
Calamvale,4116,Queensland,Australia,-27.62329432,153.0478506
Drewvale,4116,Queensland,Australia,-27.64768303,153.0545831
Stretton,4116,Queensland,Australia,-27.62205249,153.0660933
Berrinba,4117,Queensland,Australia,-27.65852833,153.0788845
Karawatha,4117,Queensland,Australia,-27.61989,153.09105
Browns Plains,4118,Queensland,Australia,-27.65,153.0333333
Forestdale,4118,Queensland,Australia,-27.66333897,153.003832
Heritage Park,4118,Queensland,Australia,-27.68272902,153.0608239
Hillcrest,4118,Queensland,Australia,-27.66857141,153.0261395
Regents Park,4118,Queensland,Australia,-27.67663779,153.0416511
Underwood,4119,Queensland,Australia,-27.60885426,153.1112956
Greenslopes,4120,Queensland,Australia,-27.50815,153.04951
Stones Corner,4120,Queensland,Australia,-27.50711805,153.0477202
Holland Park,4121,Queensland,Australia,-27.52624741,153.0604584
Holland Park East,4121,Queensland,Australia,-27.52979036,153.0510625
Holland Park West,4121,Queensland,Australia,-27.52624741,153.0604584
Tarragindi,4121,Queensland,Australia,-27.5333333,153.0333333
Wellers Hill,4121,Queensland,Australia,-27.5333333,153.05
